model,reduction,step,measure,mean_pct,sample_sd_pct,seed42_pct,seed43_estimate_pct,seed44_estimate_pct
M-I64-DR,DR,500,worst_change,0.7917718855218846,1.4760179428992433,1.0101010101010104,2.1464646464646435,-0.78125
M-I64-DT,DT,50,Math,72.2,1.3999999999999986,72.2,73.6,70.8
M-I64-DT,DT,50,Code,18.75,2.34375,18.75,21.09375,16.40625
M-I64-DT,DT,50,IF,17.0,1.3333333333333321,17.0,15.666666666666668,18.333333333333332
M-I64-DT,DT,50,GPQA,32.323232323232325,1.1363636363636367,32.323232323232325,33.45959595959596,31.186868686868685
M-I64-DT,DT,50,mean,35.06830808080807,0.8866950757575758,35.06830808080808,35.95500315656565,34.1816130050505
M-I64-DT,DT,50,worst_change,-1.6700336700336689,0.8781103468122837,-1.3333333333333321,-2.6666666666666643,-1.0101010101010104
M-I64-DT,DT,100,Math,74.8,1.3999999999999986,74.8,76.2,73.4
M-I64-DT,DT,100,Code,19.53125,2.34375,19.53125,21.875,17.1875
M-I64-DT,DT,100,IF,19.333333333333332,1.666666666666666,19.333333333333332,17.666666666666668,21.0
M-I64-DT,DT,100,GPQA,33.333333333333336,1.1363636363636367,33.33333333333333,34.46969696969697,32.196969696969695
M-I64-DT,DT,100,mean,36.74947916666667,0.8033617424242436,36.74947916666666,37.55284090909091,35.94611742424242
M-I64-DT,DT,100,worst_change,0.1111111111111119,0.83887049280786,1.0,-0.6666666666666643,0.0
M-I64-DT,DT,250,Math,75.39999999999999,1.1999999999999957,75.4,76.6,74.2
M-I64-DT,DT,250,Code,21.09375,2.34375,21.09375,23.4375,18.75
M-I64-DT,DT,250,IF,25.333333333333332,1.666666666666666,25.333333333333336,23.666666666666668,27.0
M-I64-DT,DT,250,GPQA,32.7020202020202,1.1363636363636385,32.70202020202021,33.83838383838384,31.565656565656564
M-I64-DT,DT,250,mean,38.63227588383838,0.7533617424242429,38.63227588383839,39.38563762626263,37.87891414141414
M-I64-DT,DT,250,worst_change,0.5050505050505087,1.1363636363636385,0.5050505050505123,1.6414141414141454,-0.6313131313131315
M-I64-DT,DT,500,Math,74.0,1.4000000000000057,74.0,75.4,72.6
M-I64-DT,DT,500,Code,17.96875,2.34375,17.96875,20.3125,15.625
M-I64-DT,DT,500,IF,28.666666666666668,1.6666666666666679,28.666666666666668,27.0,30.333333333333336
M-I64-DT,DT,500,GPQA,34.217171717171716,1.1363636363636367,34.217171717171716,35.35353535353536,33.08080808080808
M-I64-DT,DT,500,mean,38.7131470959596,0.8033617424242436,38.7131470959596,39.51650883838384,37.909785353535355
M-I64-DT,DT,500,worst_change,1.3126052188552204,1.980765909315374,1.5625,3.156565656565661,-0.78125
M-I64-GT,GT,50,Math,74.2,1.3999999999999986,74.2,75.6,72.8
M-I64-GT,GT,50,Code,17.96875,2.34375,17.96875,20.3125,15.625
M-I64-GT,GT,50,IF,17.0,1.3333333333333321,17.0,15.666666666666668,18.333333333333332
M-I64-GT,GT,50,GPQA,32.954545454545446,1.136363636363635,32.95454545454545,34.090909090909086,31.818181818181817
M-I64-GT,GT,50,mean,35.530823863636364,0.8866950757575758,35.530823863636364,36.417518939393936,34.644128787878785
M-I64-GT,GT,50,worst_change,-1.593749999999999,0.9693098740570233,-1.3333333333333321,-2.6666666666666643,-0.78125
M-I64-GT,GT,100,Math,74.39999999999999,1.3999999999999986,74.4,75.8,73.0
M-I64-GT,GT,100,Code,17.96875,2.34375,17.96875,20.3125,15.625
M-I64-GT,GT,100,IF,20.999999999999996,1.666666666666666,21.0,19.333333333333332,22.666666666666664
M-I64-GT,GT,100,GPQA,32.070707070707066,1.136363636363635,32.07070707070707,33.207070707070706,30.934343434343436
M-I64-GT,GT,100,mean,36.35986426767677,0.8033617424242401,36.35986426767677,37.163226010101006,35.556502525252526
M-I64-GT,GT,100,worst_change,-0.1296296296296274,1.1313168891231464,-0.12626262626262275,1.0,-1.2626262626262594
M-I64-GT,GT,250,Math,74.39999999999999,1.3999999999999986,74.4,75.8,73.0
M-I64-GT,GT,250,Code,18.75,2.34375,18.75,21.09375,16.40625
M-I64-GT,GT,250,IF,25.0,1.6666666666666679,25.0,23.333333333333332,26.666666666666668
M-I64-GT,GT,250,GPQA,33.333333333333336,1.1363636363636367,33.33333333333333,34.46969696969697,32.196969696969695
M-I64-GT,GT,250,mean,37.87083333333334,0.8033617424242401,37.87083333333334,38.674195075757574,37.06747159090909
M-I64-GT,GT,250,worst_change,1.1363636363636356,1.1363636363636367,1.1363636363636331,2.2727272727272734,0.0
M-I64-GT,GT,500,Math,74.2,1.3999999999999986,74.2,75.6,72.8
M-I64-GT,GT,500,Code,17.96875,2.34375,17.96875,20.3125,15.625
M-I64-GT,GT,500,IF,28.666666666666668,1.6666666666666679,28.666666666666668,27.0,30.333333333333336
M-I64-GT,GT,500,GPQA,33.71212121212121,1.1363636363636367,33.71212121212121,34.84848484848485,32.57575757575758
M-I64-GT,GT,500,mean,38.636884469696966,0.8033617424242436,38.63688446969697,39.44024621212121,37.83352272727272
M-I64-GT,GT,500,worst_change,1.1284722222222239,1.7487452081562482,1.5151515151515156,2.651515151515156,-0.78125
